"mohcd_development_id","development_name","marketing_address","marketing_zip_code","supervisor_district","city_analysis_marketing","planning_neighborhood","ocii_project_area","lead_agency_account_name","tenure","project_status","development_type","general_housing_program","housing_program_program_name","multiphase_or_multisite_project_name","estimated_actual_construction","total_project_units","income_restricted_resid_units","sro_units_rollup","studios_units_rollup","_1_bedroom_units_rollup","_2_bedroom_units_rollup","_3_bedroom_units_rollup","_4_bedroom_units_rollup","_5_bedroom_units_rollup","treatment_beds","senior_units_rollup","tay_units_rollup","homeless_units_rollup","losp_units_rollup","vash_units_rollup","latitude","longitude","location"
"1996-012","Presentation Senior Community","301 Ellis St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2001-06-04T00:00:00.000","93","93","0","61","31","1","0","0","0","0","0","0","0","0","0","37.78491999","-122.4113615","POINT (-122.4113615 37.78491999)"
"1989-011","Progress Apartments","1272 South Van Ness Ave","94110","9","Mission","Mission","Not in an OCII Project Area","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Transitional",,"1992-05-29T00:00:00.000","11","11","0","11","0","0","0","0","0","0","0","0","0","0","0","37.75270869","-122.4165646","POINT (-122.4165646 37.75270869)"
"1999-020","Providence Senior Housing","4699 3rd St","94124","10","Bayview Hunters Point","Bayview","Not in an OCII Project Area","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2009-09-21T00:00:00.000","51","50","0","0","50","0","0","0","0","0","0","0","0","0","0","37.73600428","-122.3898828","POINT (-122.3898828 37.73600428)"
"2013-038","Rachel Townsend Apartments","1750 McAllister St","94115","5","Western Addition","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Rental Assistance Demonstration Program",,"2019-04-10T00:00:00.000","97","97","0","75","21","1","0","0","0","0","0","0","0","0","0","37.77779543","-122.4406625","POINT (-122.4406625 37.77779543)"
"2008-031","Rafiki House","1761 Turk St","94115","5","Western Addition","Western Addition","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Transitional",,"1998-07-14T00:00:00.000","11","11","0","0","0","0","0","0","0","11","0","0","0","0","0","37.77957718","-122.4379","POINT (-122.4379 37.77957718)"
"2018-039","Railton Place","230-242 Turk St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2008-06-25T00:00:00.000","40","40","0","40","0","0","0","0","0","0","0","0","40","40","0","37.78322974","-122.412859","POINT (-122.412859 37.78322974)"
"1984-005","Reardon Heights (formerly Aspen South Hills)","50 Reardon Rd","94124","10","Bayview Hunters Point","Bayview","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2018-11-26T00:00:00.000","83","82","0","0","30","52","0","0","0","0","0","0","0","0","0","37.7294383","-122.3765532","POINT (-122.3765532 37.7294383)"
"2007-004","Rene Cazenave Apts (Transbay Block 11A)","25 Essex St","94105","6","Financial District/South Beach","South of Market","Transbay","OCII","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Transbay","2013-12-16T00:00:00.000","120","120","0","107","13","0","0","0","0","0","0","0","69","69","0","37.78630273","-122.39516","POINT (-122.39516 37.78630273)"
"1990-005","Richard M. Cohen Residence","220 Dolores St","94114","8","Castro/Upper Market","Castro/Upper Market","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1995-05-25T00:00:00.000","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","37.76579733","-122.4269327","POINT (-122.4269327 37.76579733)"
"2006-025","Richardson Apartments (Parcel G)","365 Fulton St","94102","5","Hayes Valley","Downtown/Civic Center","Western Addition-Area 2","MOHCD/SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2011-09-06T00:00:00.000","120","120","0","120","0","0","0","0","0","0","0","0","76","64","0","37.77869209","-122.4228525","POINT (-122.4228525 37.77869209)"
"1993-010","Richmond Hills Family Center","6324 Geary Blvd","94121","1","Outer Richmond","Outer Richmond","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Transitional",,"2019-09-24T00:00:00.000","20","20","0","0","0","0","0","0","0","20","0","0","0","0","0","37.78028027","-122.4872852","POINT (-122.4872852 37.78028027)"
"1999-012","Rich Sorro Commons","150 Berry St","94107","6","Mission Bay","South of Market","Mission Bay","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2004-09-21T00:00:00.000","101","100","0","0","15","40","35","10","0","0","0","0","0","0","0","37.77717305","-122.3916352","POINT (-122.3916352 37.77717305)"
"1970-001","Ridgeview Terrace Apartments","140 Cashmere St","94124","10","Bayview Hunters Point","Bayview","Western Addition-Area 2","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2013-10-08T00:00:00.000","101","101","0","12","36","27","14","11","1","0","0","0","0","0","0","37.73628361","-122.3844504","POINT (-122.3844504 37.73628361)"
"2009-009","Rincon Green","333 Harrison St","94105","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2013-02-27T00:00:00.000","51","49","0","29","18","2","0","0","0","0","0","0","0","0","0","37.78659818","-122.391242","POINT (-122.391242 37.78659818)"
"1990-004","Ritz Hotel","216 Eddy St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2022-12-28T00:00:00.000","89","89","88","0","1","0","0","0","0","0","0","0","0","0","0","37.78420184","-122.4112433","POINT (-122.4112433 37.78420184)"
"2013-031","Robert B. Pitts Apartments","1150 Scott St","94102","5","Western Addition","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Rental Assistance Demonstration Program",,"2018-06-18T00:00:00.000","203","201","0","0","0","77","112","12","0","0","0","0","0","0","0","37.78041335","-122.4365551","POINT (-122.4365551 37.78041335)"
"2014-014","Rockwell","1688 Pine St","94109","2","Western Addition","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2022-03-22T00:00:00.000","31","31","0","0","18","13","0","0","0","0","0","0","0","0","0","37.78946044","-122.4231709","POINT (-122.4231709 37.78946044)"
"2013-036","Rosa Parks Apartments","1251 Turk St","94115","5","Western Addition","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Rental Assistance Demonstration Program",,"2018-11-16T00:00:00.000","202","202","0","20","101","81","0","0","0","0","0","0","0","0","0","37.78046422","-122.4293983","POINT (-122.4293983 37.78046422)"
"2014-021","Rowan","338 Potrero Ave","94103","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2016-12-15T00:00:00.000","11","11","0","0","6","5","0","0","0","0","0","0","0","0","0","37.76514961","-122.4075723","POINT (-122.4075723 37.76514961)"
"1982-017","Russian Hill View Apts","22 Terra Vista Ave","94115","2","Lone Mountain/USF","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"2019-04-23T00:00:00.000","62","61","0","9","37","13","2","0","0","0","0","0","0","0","0","37.78174784","-122.4417503","POINT (-122.4417503 37.78174784)"
"1989-007","SafeHouse","Confidential","Confidential","9","Confidential","Confidential","Confidential","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Transitional",,"1991-01-01T00:00:00.000","10","10","0","0","0","0","0","0","0","10","0","0","0","0","0",,,
"1990-001","San Cristina","1000 Market St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2024-07-11T00:00:00.000","58","58","58","0","0","0","0","0","0","0","0","0","14","0","0","37.78188683","-122.4109525","POINT (-122.4109525 37.78188683)"
"1990-009","Senator Residence","519 Ellis St","94109","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2006-01-20T00:00:00.000","89","89","71","0","18","0","0","0","0","0","0","0","0","0","0","37.78448846","-122.4147944","POINT (-122.4147944 37.78448846)"
"2015-006a","SFCLT Scattered Sites - 308 Turk","308 Turk St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Small Sites Program","SFCLT Scattered Sites","1987-05-01T00:00:00.000","21","20","0","20","0","0","0","0","0","0","0","0","0","0","0","37.78303621","-122.4143306","POINT (-122.4143306 37.78303621)"
"2015-006d","SFCLT Scattered Sites - 4042 Fulton","4042-4082 Fulton St","94118","1","Outer Richmond","Inner Richmond","Not in an OCII Project Area","MOHCD","Rental","Building Rehabilitation (Construction)","Rehabilitation","MOHCD 100% Affordable (Preservation)","Small Sites Program","SFCLT Scattered Sites","1986-03-04T00:00:00.000","6","6","0","0","2","3","0","0","0","0","0","0","0","0","0","37.77315331","-122.4752924","POINT (-122.4752924 37.77315331)"
"2015-006c","SFCLT Scattered Sites - 568-570 Natoma","568-570 Natoma St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Small Sites Program","SFCLT Scattered Sites","2018-07-25T00:00:00.000","5","5","0","1","4","0","0","0","0","0","0","0","0","0","0","37.77906238","-122.4092777","POINT (-122.4092777 37.77906238)"
"2015-006b","SFCLT Scattered Sites - Pigeon Palace","2840-2848 Folsom St","94110","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Small Sites Program","SFCLT Scattered Sites","2016-12-20T00:00:00.000","6","6","0","0","0","6","0","0","0","0","0","0","0","0","0","37.75181123","-122.4142573","POINT (-122.4142573 37.75181123)"
"2018-052e","SFHA Scattered Sites - Eddy","1357-1371 Eddy St","94115","5","Western Addition","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","SFHA Scattered Sites","2023-06-23T00:00:00.000","8","8","0","0","0","0","8","0","0","0","0","0","0","0","0","37.78151141","-122.4298107","POINT (-122.4298107 37.78151141)"
"2018-052b","SFHA Scattered Sites - Great Hwy","2206 Great Highway","94116","4","Sunset/Parkside","Parkside","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","SFHA Scattered Sites","2023-09-15T00:00:00.000","15","15","0","0","0","6","9","0","0","0","0","0","0","0","0","37.74417268","-122.5070477","POINT (-122.5070477 37.74417268)"
"2018-052d","SFHA Scattered Sites - Noe","363 Noe St","94114","8","Castro/Upper Market","Castro/Upper Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","SFHA Scattered Sites","2023-09-22T00:00:00.000","20","20","0","0","1","0","0","0","0","0","0","0","0","0","0","37.7632888","-122.4327494","POINT (-122.4327494 37.7632888)"
"2018-052a","SFHA Scattered Sites - Noriega","4101 Noriega St","94122","4","Sunset/Parkside","Outer Sunset","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","SFHA Scattered Sites","2023-10-05T00:00:00.000","8","8","0","0","0","3","3","2","0","0","0","0","0","0","0","37.75270683","-122.5076292","POINT (-122.5076292 37.75270683)"
"2018-052c","SFHA Scattered Sites - Randolph","200 Randolph St","94132","11","Oceanview/Merced/Ingleside","Ocean View","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","SFHA Scattered Sites","2023-08-23T00:00:00.000","15","15","0","0","0","7","6","2","0","0","0","0","0","0","0","37.7145386","-122.464616","POINT (-122.464616 37.7145386)"
"2015-029","Shipley House","236 Shipley St","94107","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2016-06-28T00:00:00.000","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","37.77920866","-122.4036584","POINT (-122.4036584 37.77920866)"
"2004-016","Shipley Square","821 Folsom St","94107","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-11-14T00:00:00.000","8","8","0","0","3","4","1","0","0","0","0","0","0","0","0","37.78144189","-122.4013138","POINT (-122.4013138 37.78144189)"
"2017-040","Shirley Chisholm Village","1360 43rd Ave","94122","4","Sunset/Parkside","Outer Sunset","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2025-03-05T00:00:00.000","134","134","0","24","43","58","9","0","0","0","0","0","0","0","0","37.7613855","-122.5021246","POINT (-122.5021246 37.7613855)"
"2001-003","Sierra Heights","25 Sierra St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-11-15T00:00:00.000","7","7","0","0","1","3","3","0","0","0","0","0","0","0","0","37.75820653","-122.3952769","POINT (-122.3952769 37.75820653)"
"1982-007","Sierra Madre Apartments","421 Leavenworth St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Building Rehabilitation (Construction)","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2005-09-20T00:00:00.000","46","46","0","42","4","0","0","0","0","0","0","0","1","0","0","37.78499132","-122.4146466","POINT (-122.4146466 37.78499132)"
"2005-004","Sister Bernie Galvin Apartments","785 Brannan St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-09-07T00:00:00.000","57","56","0","56","0","0","0","0","0","0","0","0","0","0","0","37.7731938","-122.4024526","POINT (-122.4024526 37.7731938)"
"2016-074","Sister Lillian Murphy Apartments","691 China Basin St","94158","6","Mission Bay","South of Market","Mission Bay","OCII","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Mission Bay South","2021-10-20T00:00:00.000","151","151","0","10","34","76","29","1","1","0","0","0","0","0","0","37.77166575","-122.3925855","POINT (-122.3925855 37.77166575)"
"1999-022","SOMA Family Apts (8th & Howard)","1166 Howard St","94103","6","South of Market","South of Market","South of Market","MOHCD/SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2003-04-03T00:00:00.000","74","74","0","0","12","40","22","0","0","0","0","0","0","0","0","37.77685969","-122.4109987","POINT (-122.4109987 37.77685969)"
"2003-025","SOMA Grand","1160 Mission St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2008-03-24T00:00:00.000","29","29","0","0","17","11","1","0","0","0","0","0","0","0","0","37.77844933","-122.412212","POINT (-122.412212 37.77844933)"
"1997-012","SOMA Residences","1045 Mission St","94103","6","South of Market","South of Market","Not in an OCII Project Area","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Securities Program",,"2001-02-13T00:00:00.000","57","56","0","36","20","0","0","0","0","0","0","0","0","0","0","37.77974459","-122.4095399","POINT (-122.4095399 37.77974459)"
"1998-020","SOMA Studios","1190 Howard St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2003-05-01T00:00:00.000","88","88","0","88","0","0","0","0","0","0","0","0","9","0","0","37.77651737","-122.4114411","POINT (-122.4114411 37.77651737)"
"1984-010","South Beach Marina Apartments","2 Townsend St","94107","6","Financial District/South Beach","South of Market","Rincon Point-South Beach","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","Inclusionary Housing","Affordability Preservation Agreement",,"1989-02-21T00:00:00.000","101","101","0","0","53","48","0","0","0","0","0","0","0","0","0","37.78192732","-122.3890739","POINT (-122.3890739 37.78192732)"
"1981-001c","South Park Scattered Sites - Gran Oriente Filipino","106 South Park St","94107","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","South Park Scattered Sites","2023-09-19T00:00:00.000","22","22","22","0","0","0","0","0","0","0","0","0","0","0","0","37.78171497","-122.3942944","POINT (-122.3942944 37.78171497)"
"1981-001b","South Park Scattered Sites - Hotel Madrid","22 South Park St","94107","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","South Park Scattered Sites","2022-03-29T00:00:00.000","44","44","42","2","0","0","0","0","0","0","0","0","12","0","0","37.7822157","-122.3934633","POINT (-122.3934633 37.7822157)"
"1981-001a","South Park Scattered Sites - Parkview Hotel","102 South Park St","94107","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Securities Program","South Park Scattered Sites","2023-09-19T00:00:00.000","42","41","39","1","1","0","0","0","0","0","0","0","7","0","0","37.78176295","-122.3942335","POINT (-122.3942335 37.78176295)"
"2012-016","SPERA","39 Tehama St","94105","6","Financial District/South Beach","Financial District","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2018-05-22T00:00:00.000","62","60","0","0","46","14","0","0","0","0","0","0","0","0","0","37.7870804","-122.3963838","POINT (-122.3963838 37.7870804)"
"1984-006","St. Claire Residence","585 Geary St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1987-07-21T00:00:00.000","42","41","21","6","14","0","0","0","0","0","0","0","0","0","0","37.78658137","-122.4127318","POINT (-122.4127318 37.78658137)"
"1989-013","St. Joseph's Family Shelter","899 Guerrero St","94110","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Transitional",,"1990-01-01T00:00:00.000","20","20","0","0","0","0","0","0","0","20","0","0","0","0","0","37.756954","-122.423076","POINT (-122.423076 37.756954)"
"1991-004","St. Olga's Home","275 Collins St","94118","2","Lone Mountain/USF","Inner Richmond","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1994-05-15T00:00:00.000","10","10","0","0","0","0","0","0","0","10","0","0","0","0","0","37.78107034","-122.4499656","POINT (-122.4499656 37.78107034)"
"2007-017","St. Peter's Place","420 29th Ave","94121","1","Outer Richmond","Outer Richmond","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2011-03-15T00:00:00.000","21","20","0","14","4","2","0","0","0","0","0","0","0","0","0","37.78135922","-122.4887067","POINT (-122.4887067 37.78135922)"
"2015-046","Stage 1075","1075 Market St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2018-02-23T00:00:00.000","11","11","0","4","5","2","0","0","0","0","0","0","0","0","0","37.78064421","-122.4115057","POINT (-122.4115057 37.78064421)"
"2017-037","Star View Court (Treasure Island C3.1)","78 Johnson St","94130","6","Treasure Island","Treasure Island/YBI","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Treasure Island","2024-06-27T00:00:00.000","137","137","0","0","23","60","40","14","0","0","0","0","71","0","0","37.82207224","-122.3731561","POINT (-122.3731561 37.82207224)"
"1990-016","Steamboat Point (Parcel K)","49-55 Townsend St","94107","6","Mission Bay","South of Market","Rincon Point-South Beach","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1992-12-01T00:00:00.000","109","108","0","0","51","26","31","0","0","0","0","0","0","0","0","37.78121558","-122.3888627","POINT (-122.3888627 37.78121558)"
"2011-031","Stevenson Lofts","529 Stevenson St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2015-07-23T00:00:00.000","9","9","0","9","0","0","0","0","0","0","0","0","0","0","0","37.78099803","-122.4100583","POINT (-122.4100583 37.78099803)"
"2016-008","St Francis of Assisi","145 Guerrero St","94103","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2018-06-26T00:00:00.000","110","110","0","0","108","2","0","0","0","0","0","0","0","0","0","37.76892246","-122.4237642","POINT (-122.4237642 37.76892246)"
"1996-003","St Paul's Commons","317-323 29th St","94131","8","Noe Valley","Noe Valley","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Adaptive Reuse","Inclusionary Housing","Inclusionary Housing Program",,"2015-09-01T00:00:00.000","4","4","0","0","3","1","0","0","0","0","0","0","0","0","0","37.7434768","-122.4274605","POINT (-122.4274605 37.7434768)"
"2015-033c","Sunnydale Block 3A","1529 Sunnydale Ave","94134","10","Visitacion Valley","Visitacion Valley","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","HOPE SF","Sunnydale HOPE SF","2025-01-22T00:00:00.000","79","79","0","4","24","28","15","8","0","0","0","0","0","0","0","37.7116761","-122.4166702","POINT (-122.4166702 37.7116761)"
"2015-033f","Sunnydale Block 3B","1533 Sunnydale Ave","94134","10","Visitacion Valley","Visitacion Valley","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","HOPE SF","Sunnydale HOPE SF","2025-02-20T00:00:00.000","90","90","0","0","15","44","17","8","0","0","0","0","0","0","0","37.71191795","-122.416324","POINT (-122.416324 37.71191795)"
"1972-001","Sutter Apartments","1480 Sutter St","94109","2","Western Addition","Western Addition","Not in an OCII Project Area","SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1978-06-07T00:00:00.000","67","67","0","24","43","0","0","0","0","0","0","0","0","0","0","37.78743048","-122.4246405","POINT (-122.4246405 37.78743048)"
"2004-036","Sutter Heights","1521 Sutter St","94109","5","Japantown","Western Addition","Western Addition-Area 2","SFRA","Ownership","Construction Complete","New Construction","Other Ownership Programs","Limited Equity Program",,"2008-05-28T00:00:00.000","3","3","0","0","2","1","0","0","0","0","0","0","0","0","0","37.78673253","-122.4258085","POINT (-122.4258085 37.78673253)"
"2015-018","Sutter North","1238 Sutter St","94109","3","Nob Hill","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2018-07-23T00:00:00.000","4","4","0","1","1","2","0","0","0","0","0","0","0","0","0","37.78804901","-122.4207601","POINT (-122.4207601 37.78804901)"
"1982-009","Swiss American Hotel","534 Broadway","94133","3","North Beach","North Beach","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2019-06-30T00:00:00.000","65","65","65","0","0","0","0","0","0","0","0","0","0","0","0","37.79823544","-122.4060472","POINT (-122.4060472 37.79823544)"
"1992-009","Swords to Plowshares (De Montfort)","27/42 De Montfort Ave","94112","11","Oceanview/Merced/Ingleside","Ocean View","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Transitional",,"1993-10-12T00:00:00.000","15","15","15","0","0","0","0","0","0","0","0","0","0","0","0","37.7234336","-122.4585877","POINT (-122.4585877 37.7234336)"
"2002-010","Symphony Towers","650 Turk St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2011-02-11T00:00:00.000","16","16","0","8","7","1","0","0","0","0","0","0","0","0","0","37.78222301","-122.419906","POINT (-122.419906 37.78222301)"
"1997-019","Tabernacle Vista Apartments","2139 O'Farrell St","94115","5","Western Addition","Western Addition","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Small Sites Program",,"2011-02-11T00:00:00.000","22","21","0","7","11","3","0","0","0","0","0","0","0","0","0","37.78204521","-122.4400619","POINT (-122.4400619 37.78204521)"
"2019-022","Tahanan","833 Bryant St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2022-04-25T00:00:00.000","146","146","0","145","1","0","0","0","0","0","0","0","145","145","0","37.77544534","-122.4029189","POINT (-122.4029189 37.77544534)"
"2011-006","Tenderloin Family Housing","201 Turk St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2014-11-17T00:00:00.000","176","175","0","12","81","45","37","0","0","0","0","0","0","0","0","37.78280907","-122.4128871","POINT (-122.4128871 37.78280907)"
"1980-007","Tennessee Street Housing Corporation","712 Tennessee St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1982-10-02T00:00:00.000","6","6","0","1","3","2","0","0","0","0","0","0","0","0","0","37.76270945","-122.3899045","POINT (-122.3899045 37.76270945)"
"2013-006","The Alexandria","369 18th Ave","94121","1","Outer Richmond","Inner Richmond","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2019-02-01T00:00:00.000","5","5","0","0","2","3","0","0","0","0","0","0","0","0","0","37.78118287","-122.4773723","POINT (-122.4773723 37.78118287)"
"1996-010","The Arc Apartments","416 Bay St","94133","3","North Beach","North Beach","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2001-03-14T00:00:00.000","8","8","0","0","0","5","1","2","0","0","0","0","0","0","0","37.80579009","-122.4138573","POINT (-122.4138573 37.80579009)"
