id,pin,address,managing_organization,property_status,date_of_acquisition,date_of_disposition,sales_status,sale_offering_status,sale_offering_reason,sq_ft,square_footage_city_estimate,land_value,ward,community_area_number,community_area_name,zoning_classification,zip_code,last_update,application_use,grouped_parcels,application_opens,application_deadline,offer_round,application_url,latitude,longitude
22391,25-25-208-044-0000,,DPD Open Space,Owned by City,2001-10-03T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
21798,25-24-412-047-0000,,Park District,Leased,2005-01-27T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
58806,16-22-406-029-0000,1628 S KOMENSKY AVE,,Owned by City,1999-10-15T00:00:00.000,,Offered,,,0.0,3138.0,10984.0,24,29,NORTH LAWNDALE,RS-3,60623,09/12/2025,,,,,,,41.85794372014508,-87.72650564941239
12025,17-07-327-042-0000,2045 W WASHINGTON BLVD,2FM,Owned by City,,,,,,0.0,,,27,28,NEAR WEST SIDE,B3-1,60612,09/12/2025,,,,,,,41.88374020587632,-87.6781529348211
24036,25-16-202-051-0000,116 W 103RD PL,,Owned by City,2010-07-13T00:00:00.000,,Interest,,,0.0,4289.0,10722.0,9,49,ROSELAND,RS-3,60628,09/12/2025,,,,,,,41.706477398665,-87.62657906342831
35737,20-15-113-009-0000,5717 S STATE ST,,Owned by City,1999-11-02T00:00:00.000,,Interest,,,0.0,,,20,40,WASHINGTON PARK,B1-2,60621,09/12/2025,,,,,,,41.790430887141284,-87.62512001468424
62177,20-16-221-015-0000,5765 S LAFAYETTE AVE,,Owned by City,,,Interest,,,0.0,,,20,40,WASHINGTON PARK,RS-3,60621,09/12/2025,,,,,,,41.78902111164409,-87.62633916851931
63251,20-09-416-085-0000,313 W 53RD ST,,Owned by City,1969-08-05T00:00:00.000,,Application(s) Received,,,0.0,803.0,2409.0,20,37,FULLER PARK,RS-3,00000,09/12/2025,,,,,,,41.79800182514009,-87.63366168144756
12645,17-18-108-032-0000,2208 W ADAMS ST,DPD Real Estate,Sold,,2018-09-26T00:00:00.000,,,,0.0,,,27,28,NEAR WEST SIDE,RM-5,0,09/12/2025,,,,,,,41.87886739430614,-87.68193430982267
12956,17-04-121-053-0000,1362 N MOHAWK ST,,Sold,1993-01-13T00:00:00.000,1995-03-17T00:00:00.000,,,,0.0,,,27,08,NEAR NORTH SIDE,M1-2,60610,09/12/2025,,,,,,,41.90734175318756,-87.64247427007454
21759,25-28-103-009-0000,601 W 119TH ST,,Owned by City,1995-11-21T00:00:00.000,,Offered,,,0.0,5951.0,14878.0,21,53,WEST PULLMAN,B1-1,60628,09/12/2025,,,,,,,41.67762561445529,-87.63731511564662
62944,20-10-214-017-0000,744 E 49TH ST,Obsolete PIN,Owned by City,1976-09-15T00:00:00.000,,Interest,,,0.0,,,4,38,GRAND BOULEVARD,C2-3,60615,09/12/2025,,,,,,,41.806114980184255,-87.6070827483421
23803,25-03-223-038-0000,8944 S COTTAGE GROVE AVE,,Sold,,,,,,3119.0,,,8,44,CHATHAM,B3-2,60619,09/12/2025,,,,,,,41.73167157452344,-87.60511622776929
8066,14-33-422-055-0000,218 W NORTH AVE,CDOT,Not City Owned,,,,,,0.0,,,2,07,LINCOLN PARK,PD 89,60610,09/12/2025,,,,,,,41.9112478457158,-87.63554119643211
34962,17-32-215-043-0000,3200 S HALSTED ST,2FM,Owned by City,,,,,,0.0,,,11,60,BRIDGEPORT,B3-2,60608,09/12/2025,,,,,,,41.8359122159841,-87.64659338359446
10109,16-14-310-038-0000,744 S INDEPENDENCE BLVD,,Owned by City,1975-01-30T00:00:00.000,,Application(s) Received,,,0.0,3749.0,18743.0,24,26,WEST GARFIELD PARK,RM-5,60624,09/12/2025,,,,,,,41.87128757715978,-87.72074106737624
51301,25-28-103-005-0000,615 W 119TH ST,,Owned by City,2002-07-09T00:00:00.000,,Application(s) Received,,,0.0,2635.0,6589.0,21,53,WEST PULLMAN,B1-1,60628,09/12/2025,,,,,,,41.677621010559214,-87.6377362952966
62458,20-15-304-024-0000,5913 S CALUMET AVE,DOH,Owned by City,2001-04-13T00:00:00.000,,Interest,,,0.0,,,20,40,WASHINGTON PARK,RM-5,60637,05/01/2026,,,,,,,41.787038023326204,-87.61784212079853
16710,20-16-323-022-0000,442 W ENGLEWOOD AVE,DPD Large Lots,Sold,,2014-12-05T00:00:00.000,,,,6438.0,,,20,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.781081256614854,-87.63674822205482
35035,19-14-303-001-0000,3657 W 59TH ST,2FM,Owned by City,,,,,,0.0,,,23,65,WEST LAWN,B1-1,60629,09/12/2025,,,,,,,41.785792172926264,-87.71542778466844
15909,19-23-200-019-0000,3503 W 63RD ST,,Sold,2006-12-21T00:00:00.000,2015-04-08T00:00:00.000,,,,0.0,,,14,66,CHICAGO LAWN,B3-3,60629,09/12/2025,,,,,,,41.778572872131114,-87.71065388233046
34623,20-20-410-041-0000,1036 W 69TH ST,,Owned by City,2000-05-26T00:00:00.000,,Interest,,,0.0,,,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.768970044973436,-87.65084225044345
22515,25-25-209-028-0000,,DPD Open Space,Owned by City,2001-12-14T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
24637,25-21-415-024-0000,11722 S PRINCETON AVE,,Sold,,,,,,3085.0,,,21,53,WEST PULLMAN,RS-3,60628,09/12/2025,,,,,,,41.68086576593192,-87.63030150095227
21589,20-20-322-006-0000,6923 S THROOP ST,,Sold,1996-10-15T00:00:00.000,2000-02-01T00:00:00.000,,,,3125.0,,,17,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.76791673399454,-87.65627191718646
62155,17-19-213-043-0000,1802 W 14TH ST,,Owned by City,2007-05-01T00:00:00.000,,Interest,,,0.0,,,28,28,NEAR WEST SIDE,PD 30,0,09/12/2025,,,,,,,41.863458309167655,-87.67151096068717
58462,16-22-207-021-0000,1259 S KOMENSKY AVE,,Owned by City,1972-09-19T00:00:00.000,,Interest,,,0.0,3115.0,15577.0,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.8644588865175,-87.72599619627331
34591,25-34-409-027-0000,944 E 135TH ST,DPD Open Space,Owned by City,2005-09-19T00:00:00.000,,Interest,,,0.0,,,,,,,00000,09/12/2025,,,,,,,,
58598,16-13-400-013-0000,2728 W FLOURNOY ST,,Owned by City,1977-09-28T00:00:00.000,,Interest,,,0.0,,,28,27,EAST GARFIELD PARK,RT-4,60612,09/12/2025,,,,,,,41.873158337999826,-87.69479864331062
19556,20-28-312-009-0000,7641 S NORMAL AVE,,Owned by City,1996-01-02T00:00:00.000,,Interest,,,0.0,6633.0,19899.0,17,69,GREATER GRAND CROSSING,RT-4,60620,09/12/2025,,,,,,,41.75496381175294,-87.63647536424767
10885,16-13-112-015-0000,3150 W JACKSON BLVD,,Owned by City,1980-07-21T00:00:00.000,,,,,0.0,,,28,27,EAST GARFIELD PARK,RM-5,60612,09/12/2025,,,,,,,41.87757464224272,-87.70557962202791
62385,20-30-200-003-0000,1951 W 71ST ST,,Owned by City,2014-06-16T00:00:00.000,,Interest,,,0.0,,,17,67,WEST ENGLEWOOD,RS-2,60636,09/12/2025,,,,,,,41.7645490623877,-87.67320011108404
35408,16-24-303-014-0000,1935 S KEDZIE AVE,DOH,Owned by City,2001-12-03T00:00:00.000,,,,,0.0,,,24,29,NORTH LAWNDALE,B2-1,60623,02/09/2026,,,,,,,41.85432969438339,-87.70497440966926
17537,20-16-300-003-0000,5905 S HALSTED ST,,Owned by City,,,Interest,,,0.0,,,16,68,ENGLEWOOD,B2-2,60621,09/12/2025,,,,,,,41.78677556196556,-87.64461594634379
7576,13-21-231-027-0000,3624 N CICERO AVE,CDOT,Owned by City,2002-04-22T00:00:00.000,,,,,0.0,,,30,15,PORTAGE PARK,B3-1,60641,02/04/2026,,,,,,,41.946864083854315,-87.74746325237494
22899,26-05-102-031-0000,8820 S BUFFALO AVE,,Owned by City,,,Interest,,,0.0,,,10,46,SOUTH CHICAGO,RT-3.5,60617,09/12/2025,,,,,,,41.734929441440194,-87.54481316058731
51186,20-16-406-001-0000,29 W 59TH ST,2FM,Owned by City,2006-12-21T00:00:00.000,,,,,0.0,,,20,40,WASHINGTON PARK,C1-2,60621,09/12/2025,,,,,,,41.78707546212425,-87.62686582531033
21404,20-20-307-018-0000,6728 S RACINE AVE,,Sold,,,,,,0.0,,,17,67,WEST ENGLEWOOD,PD 378,60636,09/12/2025,,,,,,,41.77147650576151,-87.65464170571019
15689,20-02-302-002-0000,4309 S ELLIS AVE,DPD Planning,Owned by City,1994-12-07T00:00:00.000,,Not offered,Environmental Status: Requires Further Env. Review,E,0.0,2092.93,48137.47,4,39,KENWOOD,B3-3,60653,02/26/2026,Public Notice,,,2025-05-16T00:00:00.000,Q2 2025,,41.81649592965417,-87.6014693683284
50604,20-20-303-003-0000,1419 W MARQUETTE RD,DPD Large Lots,Sold,2010-03-24T00:00:00.000,2023-09-28T00:00:00.000,,,,0.0,,,16,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.771989188577045,-87.65996819157039
62183,20-15-404-006-0000,6000 S ST LAWRENCE AVE,DPD Open Space,Owned by City,1996-07-30T00:00:00.000,,Apply,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,8292.0,99504.0,20,42,WOODLAWN,RM-5,60637,05/19/2026,Public Notice,"6000,6356 S St. Lawrence",2026-05-15T00:00:00.000,2026-06-30T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/0f942662-34a6-4355-97da-108e626e7f0b/chiblockbuilder-2025-open-space/eligibility,41.7855057316758,-87.61115755603164
23564,25-15-118-008-0000,10521 S STATE ST,,Owned by City,2002-05-21T00:00:00.000,,Interest,,,0.0,4366.0,10915.0,9,49,ROSELAND,RS-3,60628,09/12/2025,,,,,,,41.70281671752234,-87.62305402957317
11509,16-12-315-028-0000,2852 W LAKE ST,,Owned by City,1999-05-06T00:00:00.000,,Interest,,,0.0,,,27,27,EAST GARFIELD PARK,M1-2,0,09/12/2025,,,,,,,41.88437207921661,-87.69848500087724
19261,20-28-203-021-0000,7140 S WENTWORTH AVE,,Owned by City,,,Interest,,,0.0,6088.0,21308.0,6,69,GREATER GRAND CROSSING,RT-4,60621,09/12/2025,,,,,,,41.76403754748906,-87.63012211819596
17674,20-16-302-005-0000,5921 S LOWE AVE,,Owned by City,2003-02-04T00:00:00.000,,Interest,,,0.0,,,16,68,ENGLEWOOD,M1-2,60621,09/12/2025,,,,,,,41.78623662203575,-87.64092354304195
16283,20-15-313-058-0000,6670 S MICHIGAN AVE,,Owned by City,2000-09-18T00:00:00.000,,Interest,,,0.0,,,6,69,GREATER GRAND CROSSING,RS-3,60637,09/12/2025,,,,,,,41.772955131564316,-87.62305977182459
21111,20-20-215-037-0000,6436 S HALSTED ST,,Sold,,,,,,0.0,,,16,68,ENGLEWOOD,PD 74,60621,09/12/2025,,,,,,,41.77692355932309,-87.6448617350211
61591,20-21-125-035-0000,6638 S LOWE AVE,DPD Open Space,Owned by City,,,Application Closed,Environmental Status: Requires Further Env. Review,C,0.0,8118.0,24354.0,6,68,ENGLEWOOD,RT-4,60621,04/21/2026,Urban Agriculture,6636 S. Lowe,,2025-05-16T00:00:00.000,Q2 2025,https://cocdpd.submittable.com/submit/3d6e76b0-5913-4cd9-809c-2d26e107f8cf/bcp-land-sales-application-for-urban-agriculture,41.773051830116344,-87.64119142163636
50887,25-28-111-003-0000,615 W 120TH ST,DPD Real Estate,Owned by City,,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,4817.0,9634.0,21,53,WEST PULLMAN,RT-4,60628,05/19/2026,Market Rate,,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/5dfab578-6c8e-4931-8548-3191503c52c0/chiblockbuilder-2026,41.67581078640819,-87.6377493816618
22347,25-24-423-005-0000,,Park District,Leased,2001-10-03T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
50679,17-18-117-030-0000,210 S HOYNE AVE,DOH,Owned by City,1994-11-04T00:00:00.000,,,,,0.0,,,27,28,NEAR WEST SIDE,RM-5,60612,09/12/2025,,,,,,,41.878316327012904,-87.67938048977682
50634,19-01-301-012-0000,4363 S TROY ST,Other,Owned by City,1980-06-30T00:00:00.000,,,,,0.0,7770.0,62160.0,12,58,BRIGHTON PARK,RS-3,60632,04/15/2026,,,,,,,41.81392899032779,-87.7031490937308
19698,20-28-319-006-0000,7725 S NORMAL AVE,DPD Planning,Owned by City,1998-10-20T00:00:00.000,,Application Closed,Environmental Status: Requires Further Env. Review,E,0.0,6657.0,13314.0,17,69,GREATER GRAND CROSSING,RT-4,60620,05/19/2026,Market Rate,7725 S. Normal Ave. & 7720 S. Eggleston Ave.,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/5dfab578-6c8e-4931-8548-3191503c52c0/chiblockbuilder-2026,41.75355238112775,-87.63644290582849
18272,20-08-305-033-0000,5140 S THROOP ST,,Owned by City,,,Interest,,,0.0,,,20,61,NEW CITY,RT-4,60609,09/12/2025,,,,,,,41.80021568372139,-87.65781299879686
35163,16-10-402-023-0000,4136 W CARROLL AVE,DPD Real Estate,Sold,,2025-09-25T00:00:00.000,Interest,,,0.0,,,28,26,WEST GARFIELD PARK,RS-3,60624,12/05/2025,,,,,,,41.887041549014604,-87.72978621378131
15890,17-35-101-031-0000,3757 S ELLIS AVE,,Owned by City,1995-11-21T00:00:00.000,,Interest,,,0.0,,,4,36,OAKLAND,RM-5,60653,09/12/2025,,,,,,,41.82680926804586,-87.60625715404511
16798,20-16-405-032-0000,37 W 59TH ST,,Owned by City,,,Interest,,,0.0,,,20,40,WASHINGTON PARK,C1-2,0,09/12/2025,,,,,,,41.78706472632831,-87.6274783317385
8769,16-11-102-024-0000,728 N AVERS AVE,,Owned by City,,,Interest,,,0.0,3021.0,24171.0,37,23,HUMBOLDT PARK,RS-3,60624,09/12/2025,,,,,,,41.89448094921574,-87.72273493554648
62761,20-26-304-030-0000,7546 S DOBSON AVE,,Owned by City,2006-11-28T00:00:00.000,,Interest,,,0.0,,,8,69,GREATER GRAND CROSSING,RS-3,60619,09/12/2025,,,,,,,41.75721033313318,-87.59961799861388
13706,16-23-105-024-0000,1218 S MILLARD AVE,,Sold,,2004-02-17T00:00:00.000,,,,0.0,,,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.86557384433708,-87.71696531349897
14939,20-04-406-008-0000,4351 S STEWART AVE,,Sold,,2013-11-18T00:00:00.000,,,,0.0,,,3,37,FULLER PARK,RS-3,00000,09/12/2025,,,,,,,41.814868268232246,-87.63548443841324
21425,20-21-215-016-0000,6532 S YALE AVE,DPD Large Lots,Sold,,,,,,9320.0,,,6,68,ENGLEWOOD,RT-4,60621,09/12/2025,,,,,,,41.77556740248056,-87.63213223538932
24100,25-05-119-030-0000,8910 S LOOMIS ST,,Sold,,2017-06-29T00:00:00.000,,,,0.0,,,21,73,WASHINGTON HEIGHTS,B2-1.5,0,09/12/2025,,,,,,,41.73181844409447,-87.6584338686855
34312,25-34-403-010-0000,641 E 134TH ST,DPD Open Space,Owned by City,2005-01-20T00:00:00.000,,,Environmental Status: Requires Further Env. Review,No EDR,0.0,5288.0,7932.0,10,54,RIVERDALE,RS-2,60827,09/17/2025,Notice - Public Open Space,Ton Farm cluster,,2024-05-17T00:00:00.000,Q1 2024,https://www.chicago.gov/city/en/sites/block-builder/home/featured-listings.html,41.651573068366325,-87.60593700036772
62971,25-15-302-013-0000,10749 S MICHIGAN AVE,,Owned by City,2005-04-19T00:00:00.000,,Interest,,,0.0,,,9,49,ROSELAND,B3-2,60628,09/12/2025,,,,,,,41.69854824653637,-87.6205238701128
35768,20-16-221-009-0000,5753 S LAFAYETTE AVE,,Owned by City,2002-01-16T00:00:00.000,,,,,0.0,,,20,40,WASHINGTON PARK,RS-3,60621,09/12/2025,,,,,,,41.78943550992504,-87.62634990578393
22938,25-24-217-004-0000,,Park District,Leased,2002-01-17T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
12464,17-07-435-027-0000,1656 W MADISON ST,DPD Planning,Sold,1991-05-29T00:00:00.000,2025-12-18T00:00:00.000,Application Closed,Environmental Status: Requires Further Env. Review,E,0.0,2499.0,99965.0,27,28,NEAR WEST SIDE,PD 522,60612,01/06/2026,Market Rate,,,2024-11-15T00:00:00.000,Q4 2024,https://cocdpd.submittable.com/submit/a549666e-52bf-4ec7-be08-5c0545e7817a/bpd-land-sales-market-rate-45-day,41.8817092177665,-87.66886732663073
7891,14-18-113-021-0000,2100 W EASTWOOD AVE,,Sold,,,,,,4540.0,,,47,04,LINCOLN SQUARE,RS-3,60625,09/12/2025,,,,,,,41.96622952353194,-87.68089579707927
11131,16-13-123-025-0000,2858 W VAN BUREN ST,,Sold,,,,,,5434.0,,,27,27,EAST GARFIELD PARK,C1-3,0,09/12/2025,,,,,,,41.87621448312134,-87.69841633512476
7730,13-32-229-007-0000,5609 W GRAND AVE,2FM,Owned by City,,,,,,0.0,,,29,19,BELMONT CRAGIN,PMD 15,60639,09/12/2025,,,,,,,41.9185387743737,-87.76625987218607
24402,25-24-214-045-0000,,Park District,Leased,2001-07-20T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
34447,20-09-111-032-0000,704 W 50TH ST,DPD Large Lots,Sold,2002-01-07T00:00:00.000,2023-09-28T00:00:00.000,,,,0.0,,,20,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.803700432584186,-87.64331599518907
17498,20-17-428-025-0000,6218 S SANGAMON ST,,Sold,,1993-11-10T00:00:00.000,,,,0.0,,,16,68,ENGLEWOOD,C1-2,60621,09/12/2025,,,,,,,41.78050268560282,-87.6488135735315
34468,20-08-405-030-0000,828 W 51ST PL,,Owned by City,2002-02-14T00:00:00.000,,Interest,,,0.0,3123.0,10930.0,20,61,NEW CITY,RS-3,60609,03/09/2026,,,,,,,41.80092187079173,-87.64652987415161
8014,16-01-303-025-0000,1140 N MOZART ST,,Sold,1983-09-26T00:00:00.000,1992-08-10T00:00:00.000,,,,3150.0,,,26,24,WEST TOWN,RS-3,60622,09/12/2025,,,,,,,41.902353893496496,-87.69826436112083
62102,20-03-501-013-6003,201 E 40TH ST,,Owned by City,1986-09-03T00:00:00.000,,Interest,,,,,,3,38,GRAND BOULEVARD,RM-5,,09/12/2025,,,,,,,41.821939143301734,-87.62397667441708
24050,25-20-415-012-0000,11729 S CARPENTER ST,,Sold,,2010-09-10T00:00:00.000,,,,0.0,,,21,53,WEST PULLMAN,PD 1168,00000,09/12/2025,,,,,,,41.680495272820764,-87.64785623435691
61890,16-23-405-023-0000,3306 W OGDEN AVE,,Not City Owned,,,,,,0.0,,,24,29,NORTH LAWNDALE,RT-4,0,09/12/2025,,,,,,,41.857270950519236,-87.7084073530522
20329,20-29-323-012-0000,1222 W 79TH ST,,Sold,,1999-06-23T00:00:00.000,,,,0.0,,,17,71,AUBURN GRESHAM,RM-6,60620,09/12/2025,,,,,,,41.75074425319274,-87.65515417971953
63293,20-15-113-021-0000,5707 S WABASH AVE,,Owned by City,2000-08-09T00:00:00.000,,Interest,,,0.0,,,20,40,WASHINGTON PARK,RT-4,60637,09/12/2025,,,,,,,41.790721283531646,-87.62446530595103
14652,20-07-316-017-0000,5348 S SEELEY AVE,DPD Large Lots,Sold,,,,,,0.0,,,16,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.79615790152856,-87.6759341448817
19448,20-26-102-040-0000,7154 S ELLIS AVE,,Sold,2000-09-15T00:00:00.000,2012-06-27T00:00:00.000,,,,0.0,,,5,69,GREATER GRAND CROSSING,RS-3,60619,09/12/2025,,,,,,,41.7643345515584,-87.60099309454029
18602,20-09-417-014-0000,5337 S PRINCETON AVE,DPD Large Lots,Sold,,,,,,4224.0,,,20,37,FULLER PARK,RS-3,60609,09/12/2025,,,,,,,41.79708443751513,-87.63269801656462
22301,25-29-105-032-0000,12022 S LOOMIS ST,,Sold,,,,,,3173.0,,,21,53,WEST PULLMAN,RS-2,60643,09/12/2025,,,,,,,41.67504374531127,-87.6567873709569
18850,20-08-422-031-0000,822 W 54TH ST,,Sold,,,,,,3029.0,,,16,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.79629036120664,-87.64628018441735
24468,25-16-424-031-0000,228 W 110TH PL,DPD Large Lots,Sold,,2018-03-20T00:00:00.000,,,,0.0,,,9,49,ROSELAND,RS-3,60628,09/12/2025,,,,,,,41.693685953559,-87.62913465386454
15966,17-21-318-021-0000,1910 S CANALPORT AVE,,Sold,,,,,,2500.0,,,25,31,LOWER WEST SIDE,RT-4,60616,09/12/2025,,,,,,,41.85677598627109,-87.6424161191442
63006,20-10-302-036-0000,5168 S INDIANA AVE,,Owned by City,2000-08-30T00:00:00.000,,Interest,,,0.0,,,3,40,WASHINGTON PARK,RM-5,60615,09/12/2025,,,,,,,41.79995556464561,-87.62133812027007
12663,17-19-304-016-0000,2121 W 18TH ST,,Sold,,,,,,2976.0,,,25,31,LOWER WEST SIDE,RT-4,60608,09/12/2025,,,,,,,41.857364057356264,-87.67931421078694
10034,16-14-308-010-0000,3629 W FLOURNOY ST,,Sold,,,,,,3117.0,,,24,27,EAST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.87237254593733,-87.71687433552788
11614,16-13-105-001-0000,2855 W MADISON ST,,Owned by City,2013-07-30T00:00:00.000,,Interest,,,0.0,7825.87,156517.38,27,27,EAST GARFIELD PARK,C1-2,60612,02/09/2026,,,,,,,41.88075150026705,-87.6984820273904
8497,16-09-323-010-0000,47 N LOCKWOOD AVE,DPD Large Lots,Sold,,,,,,4122.0,,,37,25,AUSTIN,RS-3,60644,09/12/2025,,,,,,,41.881801625525874,-87.75721136590762
19057,20-08-123-007-0000,1243 W 49TH PL,,Sold,,,,,,3001.0,,,20,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.804048118637,-87.65683219544078
8971,16-11-117-041-0000,600 N CENTRAL PARK AVE,,Owned by City,,,,,,0.0,,,27,23,HUMBOLDT PARK,RT-4,60624,09/12/2025,,,,,,,41.89193260289325,-87.71657199566457
61795,25-16-423-240-0000,,Obsolete PIN,,,,,,,,,,,,,,,09/12/2025,,,,,,,,
20952,20-21-123-024-0000,6622 S UNION AVE,DPD Large Lots,Sold,,,,,,0.0,,,16,68,ENGLEWOOD,RT-4,60621,09/12/2025,,,,,,,41.773562008187255,-87.64297253664851
10645,16-14-113-026-0000,410 S HAMLIN BLVD,,Sold,1988-10-11T00:00:00.000,1988-10-20T00:00:00.000,,,,8250.0,,,28,26,WEST GARFIELD PARK,RM-5,60624,09/12/2025,,,,,,,41.8748274881645,-87.72105600302872
34562,20-08-430-028-0000,818 W GARFIELD BLVD,CBB Round 1,Owned by City,1993-07-28T00:00:00.000,,Interest,,,0.0,,,16,61,NEW CITY,B3-2,60609,05/01/2026,,,,,,,41.794562450319916,-87.64602326882006
62694,20-09-113-029-0000,742 W 51ST ST,,Owned by City,1995-01-13T00:00:00.000,,Interest,,,0.0,,,20,61,NEW CITY,C1-2,60609,09/12/2025,,,,,,,41.801862133697476,-87.64464203478995
23569,25-15-119-033-0000,34 E 107TH ST,,Owned by City,1996-11-01T00:00:00.000,,Offered,,,0.0,3129.0,7824.0,9,49,ROSELAND,RS-3,60628,09/12/2025,,,,,,,41.700157782910374,-87.62196727378577
17798,20-08-127-016-0000,5041 S BISHOP ST,,Sold,2004-02-20T00:00:00.000,2015-05-28T00:00:00.000,,,,3138.0,,,20,61,NEW CITY,RT-4,60609,09/12/2025,,,,,,,41.80202123219996,-87.66080688152638
18651,20-08-100-022-0000,4728 S JUSTINE ST,,Sold,,,,,,2908.0,,,20,61,NEW CITY,RT-4,60609,09/12/2025,,,,,,,41.80771506686138,-87.66407750391286
11676,16-13-107-035-0000,3152 W FIFTH AVE,DOH,Owned by City,,,,,,0.0,,,28,27,EAST GARFIELD PARK,PD 1529,60612,09/12/2025,,,,,,,41.878702194242,-87.70575446396504
19743,21-31-212-018-0000,3007 E 80TH PL,DPD Planning,Owned by City,2001-01-26T00:00:00.000,,Application Closed,,,0.0,3224.8,6449.6,7,46,SOUTH CHICAGO,RT-4,60617,02/26/2026,,,,,,,41.74895838327662,-87.55132616046535
14387,20-03-304-013-0000,4329 S PRAIRIE AVE,,Owned by City,,,Interest,,,0.0,,,3,38,GRAND BOULEVARD,RM-5,60653,09/12/2025,,,,,,,41.81572346947458,-87.61933555267976
58449,16-23-117-021-0000,1402 S INDEPENDENCE BLVD,DPD Planning,Sold,1969-04-29T00:00:00.000,2026-04-13T00:00:00.000,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,4645.0,13934.0,24,29,NORTH LAWNDALE,RT-4,60623,05/26/2026,Missing Middle,Missing Middle Cluster A,,2024-11-15T00:00:00.000,Q4 2024,http://cocdpd.submittable.com/submit/cb2cbc22-cd3d-413c-b36f-58cc4ef01a01/bpd-land-sales-missing-middle,41.86243016634367,-87.72068457793759
23972,25-24-207-033-0000,,Park District,Leased,2001-05-17T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
15447,17-34-306-009-0000,3657 S STATE ST,2FM,Owned by City,,,,,,0.0,,,3,35,DOUGLAS,C2-3,60609,09/12/2025,,,,,,,41.827901814827925,-87.62608075594517
34868,25-17-319-039-0000,1320 W 109TH PL,DPD Planning,Owned by City,2012-10-22T00:00:00.000,,Application Closed,,,0.0,3124.22,9372.66,21,75,MORGAN PARK,RT-4,60643,02/26/2026,,,,,,,41.695193292000226,-87.65553358591073
23363,25-27-133-002-0000,12301 S SOUTH PARK AVE,Other,Owned by City,2007-06-21T00:00:00.000,,,,,0.0,,,,,,,00000,09/12/2025,,,,,,,,
12218,17-19-112-002-0000,2221 W 13TH ST,,Sold,,,,,,0.0,,,28,28,NEAR WEST SIDE,PD 30,60608,09/12/2025,,,,,,,41.864598648942476,-87.68196191273054
13066,16-24-207-052-0000,1262 S WASHTENAW AVE,,Sold,,2010-09-01T00:00:00.000,,,,3151.0,,,28,29,NORTH LAWNDALE,RT-4,60608,09/12/2025,,,,,,,41.86468448078918,-87.69370994766508
24756,25-11-103-003-0000,1107 E 95TH ST,,Sold,2000-01-27T00:00:00.000,2016-08-18T00:00:00.000,,,,0.0,,,8,50,PULLMAN,C1-1,60619,09/12/2025,,,,,,,41.72186146010535,-87.59682473285395
33910,25-16-204-028-0000,122 W 104TH ST,,Owned by City,,,Application(s) Received,,,0.0,3757.0,9393.0,9,49,ROSELAND,B2-2,60628,09/12/2025,,,,,,,41.70556194517855,-87.62679742830345
63047,20-19-421-017-0000,6933 S HERMITAGE AVE,,Owned by City,2004-09-21T00:00:00.000,,Interest,,,0.0,,,17,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.76749997674623,-87.66718582585196
16391,20-15-405-023-0000,6038 S CHAMPLAIN AVE,DOH,Sold,2014-03-27T00:00:00.000,2016-09-22T00:00:00.000,,,,0.0,,,20,42,WOODLAWN,RM-5,60637,09/12/2025,,,,,,,41.784613747552854,-87.61003273237269
58579,16-12-330-045-0000,2914 W MADISON ST,,Owned by City,2001-02-01T00:00:00.000,,Interest,,,0.0,,,27,27,EAST GARFIELD PARK,C1-2,60612,09/12/2025,,,,,,,41.88132303397787,-87.6994194568591
